headline,press,created_at,relation,prosorcons
"에코프로에이치엔, 2천억 유증 성공할까",아시아경제,2024.09.09.,1,w
[코스닥人]스마트레이더시스템 “美 레이더 시장 열렸다…하반기 실적...,이데일리,2024.09.09.,1,w
PEF운용사협의회 차기 회장사로 내정된 H&Q코리아,아시아경제,2024.09.09.,2,y
"아이오닉6, 美 켈리블루북 ‘2025 최고 전기차’",세계일보,2024.09.09.,1,y
주차부터 페인트칠까지…판커지는 로봇시장,이데일리,2024.09.09.,1,w
[시론] 낡은 국가방첩시스템 재정비해야,서울경제,2024.09.09.,2,n
까칠 할아버지 ‘오베’ 창조한 바크만 “유머는 내가 존재하는 방식”,서울신문,2024.09.09.,1,w
늙지 않는 상상 이상의 상상력 어디까지입니까,서울신문,2024.09.09.,2,w
"마포, 추석 귀성길 앞둔 車 무상 점검",서울신문,2024.09.09.,2,y
김포공항 일대 2030년 UAM 이착륙 ‘교통허브’로,서울신문,2024.09.09.,1,y
중국 전기차 매서운 공세… 해외 판매량 34% ↑,세계일보,2024.09.09.,2,n
투명해진 중고차 플랫폼… 20대 구매량 확 늘었네,세계일보,2024.09.09.,2,w
"2억 신차를 ""7000만원에 샀다""…연두색 번호판 피하려 이런 꼼수",중앙일보,2024.09.09.,2,w
남진 “대한민국서 이 나이에 춤추고 다리 떠는 놈 봤냐”,국민일보,2024.09.09.,1,w
[광화문] '확장현실(XR)' 만난 메타버스,머니투데이,2024.09.09.,2,y
"‘루키’ 유현조, 생애 첫 우승이 ‘메이저’ 감격",국민일보,2024.09.09.,1,y
"獨폭스바겐 무릎 꿇린 中전기차, 해외 34% 성장",동아일보,2024.09.09.,1,n
울산 울주군 “내년부터 평일 출퇴근 고속도로 통행료 지원”,동아일보,2024.09.09.,2,w
GM·닛산 발 빼는데… 벤츠 中 전기차에 2.6조원 투자,조선일보,2024.09.09.,2,w
[이정동의 최초의 질문] 이공계 후속세대에게 새겨지는 트라우마,중앙일보,2024.09.09.,1,w
"에어컨 중독사회, 우리가 잃는 것들 [조선칼럼 전상인]",조선일보,2024.09.09.,1,y
[시론] 헌재 기후소송과 미래 세대 청구서,한국경제,2024.09.09.,2,w
"18m 클러치 버디…‘슈퍼루키’ 유현조, 첫 우승으로 메이저 제패(종합...",이데일리,2024.09.09.,1,w
강원도내 전동킥보드 사고 급증…규제 강화 불구 안전불감증 심각,강원도민일보,2024.09.09.,2,y
"""경석·메탄올 기술 개발·경제성 확보 경쟁력 강화""",강원도민일보,2024.09.09.,1,n
[우리말 바루기] 물러나고 탈락해야 하는 ‘ㄹ’,중앙일보,2024.09.09.,2,n
AI 전력 소모 줄여라… 20W만 쓰는 초고효율 뇌에 열쇠 있다[이진형의 뇌...,동아일보,2024.09.10.,1,n
"서울시, 역주행 막아줄 '나무' 2000주 심는다",서울경제,2024.09.10.,2,w
"""전기차용 소화기 판매""…화재공포 틈타 허위광고 기승",서울경제,2024.09.10.,1,n
"당진시, 아파트 지하 충전시설 화재 대응 방안 마련",대전일보,2024.09.10.,1,y
"부산 남구, 귀성길 자동차 무상점검·정비",국제신문,2024.09.10.,1,w
"현대차 자율주행, 테슬라와 레벨 같지만…‘도심’ 지원 왜 안 할까",한겨레,2024.09.10.,2,y
"차보험 이익률 뚝… ""보험료 인상 없어""",디지털타임스,2024.09.10.,2,y
"‘사격 2관왕’ 박진호, 파리패럴림픽 선수단 MVP에",한겨레,2024.09.10.,2,y
폭스바겐에 이어 유럽 배터리업체도 '흔들',파이낸셜뉴스,2024.09.10.,2,y
손보사 상반기 車보험 매출액 작년보다 줄어,파이낸셜뉴스,2024.09.10.,2,y
"대구 제조기업 10곳 중 7곳 ""올 추석 체감경기 악화""",매일신문,2024.09.10.,1,w
"현대차·기아, 美워즈오토 '최고 10대 엔진'동시 선정",파이낸셜뉴스,2024.09.10.,1,n
"'편광필름 매각' 삼성SDI… ""배터리 등 차세대 소재에 집중""",파이낸셜뉴스,2024.09.10.,2,w
"전기차 수출 꺾인 현대차·기아 …""그래도 풀액셀""",파이낸셜뉴스,2024.09.10.,2,y
"'兆단위 대어' 채비·서울로보틱스 ""급속충전·자율주행 글로벌 공략""",한국경제,2024.09.10.,2,y
"EU, 年1100조 써야 美·中과 경쟁",매일경제,2024.09.10.,2,y
"[fn이사람] ""새차 흠집나도 아이들 즐겁게 놀면 만족""",파이낸셜뉴스,2024.09.10.,2,y
잘나가는 中수출 5개월 연속 증가세,매일경제,2024.09.10.,2,w
[이원 기자의 드라마 人 a view] ‘폭군’ 차승원,국제신문,2024.09.10.,2,y
"車보험 상반기 영업익 40% 뚝…보험료 인하, 사고건수는 늘어",한국경제,2024.09.10.,1,n
[WSCE 2024]마이렌-안전 첨단기술 적용된 '사고났슈' '세이프카' 솔루션,전자신문,2024.09.10.,2,n
상반기 車보험 이익 40% 뚝 내년 보험료 인하 어려울듯,매일경제,2024.09.10.,2,w
"정장선 평택시장 ""친환경에너지·車전장부품 등 다양한 미래 먹거리 육...",서울경제,2024.09.10.,2,y
현대차·기아 '車엔진업계 오스카상',한국경제,2024.09.10.,1,y
"현대차·기아, 파워트레인계 '오스카상' 수상",매일경제,2024.09.10.,1,y
현대차 'EV 품질기지' 국내 첫 구축…고성능 모델로 캐즘 넘는다,서울경제,2024.09.10.,1,y
[단독] 전기차 힘주는 현대차…디젤엔진공장도 'EV품질 점검장' 전환,서울경제,2024.09.10.,1,y
운전자도 뒷좌석도 안락 … 달리는 '퍼스트 클래스',매일경제,2024.09.10.,1,y
"세계 첫 쿠페형 SUV 계승 넓은 트렁크, 캠핑족에 '딱'",매일경제,2024.09.10.,1,y
50년 스테디셀러의 진가…가성비·연비 모두 '합격점',매일경제,2024.09.10.,1,w
지능형 헤드램프가 보행자 위치 파악…밤길 사고 줄여줘요 [현대모비스...,매일경제,2024.09.10.,1,y
시술한다더니 수술했네 … K8의 '깜짝쇼',매일경제,2024.09.10.,1,w
[모빌리티포럼] 공간 이동의 가치 패러다임의 변화,전자신문,2024.09.10.,2,w
"경상북도자동차전문정비사업조합, 도청 신도시에 추석 앞두고 무상 차량...",매일신문,2024.09.10.,1,y
상반기 손해율 80% 넘어…내년엔 車보험료 오르나,서울경제,2024.09.10.,1,n
"현대차·기아, 車 파워트레인 ‘세계 최고 10대 엔진’ 동시 선정",서울경제,2024.09.10.,1,y
"한자연, 美 퍼듀대와 '미래 모빌리티' 연구 협력",전자신문,2024.09.10.,2,w
파업 시름 덜은 국내 완성차업계…남은 건 르노코리아,이데일리,2024.09.10.,1,n
"아이오닉5·EV9 동력시스템, 美 ‘글로벌 10대 엔진’ 선정",문화일보,2024.09.10.,1,y
"금산군, 2024년 안전한 추석 명절을 위한 종합대책 수립",대전일보,2024.09.10.,1,y
삼성SDI 편광필름 中우시헝신에 매각,헤럴드경제,2024.09.10.,1,y
"기아 노사, 2024년 임단협 잠정합의",헤럴드경제,2024.09.10.,1,n
현대차·기아 ‘최고 10대 엔진’,헤럴드경제,2024.09.10.,2,w
상반기 자동차보험 흑자 40% 급감,헤럴드경제,2024.09.10.,1,w
"무협, 美 보호무역주의 강화…“고율 관세 부과 가능성 대비해야”",전자신문,2024.09.10.,1,w
"현대차·기아, 엔진의 오스카 ‘워즈오토-10대 엔진’ 수상",이데일리,2024.09.10.,1,w
"삼성SDI, 편광필름 사업 1.1조 매각…""배터리·반도체 집중""",서울경제,2024.09.10.,1,w
"기아 노사, 임단협 잠정합의… 기본급 11만2000원 ↑",디지털타임스,2024.09.10.,1,n
"첨단벨트 만들고, 과학고 유치 총력… 수도권 ‘반도체 메카’ 뜬다[로...",문화일보,2024.09.10.,1,y
[현대웨이의 비결⑦]정의선 취임 후 그룹 시총 48조원↑…조용한 실리주...,아시아경제,2024.09.10.,2,y
[이웃사랑] 일하다 다친 허리…수술 잘못돼 누워서 생활,매일신문,2024.09.10.,1,y
김병내 광주 남구청장 “전담반 꾸려 견인·과태료 부과… 관리업체 신...,세계일보,2024.09.10.,1,y
전기차 판매할 때 배터리·셀 정보 공개 의무화,세계일보,2024.09.10.,1,y
'보험금 늘고 보험료 낮아지고'…상반기 車보험 순익 뚝,이데일리,2024.09.10.,1,y
"조주완 “LG, 밸류업에 진심… 글로벌 기업과 협업·소통 강화”",세계일보,2024.09.10.,1,n
상반기 車보험 실적 40%↓…비교·추천 서비스 출범에도 빅4 점유율 확대,아시아경제,2024.09.10.,1,n
팰리세이드 '디젤' 못 산다…디젤차 퇴출 초읽기,전자신문,2024.09.10.,1,n
늘어나는 교통사고에 상반기 자동차보험 손해율 4년만에 80% 넘어,머니투데이,2024.09.10.,2,n
"길 위에 널브러진 전동킥보드, '나몰라라 주차'에 도심 흉물 전락",이데일리,2024.09.10.,1,w
"`K-전동킥보드법` 필요성 대두…""산업·안전 두 토끼 잡아야""",이데일리,2024.09.10.,1,w
[열린세상] 초고령사회와 AI가 던지는 과제,서울신문,2024.09.10.,1,w
화재 현장서 北오물풍선 기폭장치 추정 물체 발견,서울신문,2024.09.10.,1,w
"‘추석 차례상’ 전통시장이 마트보다 4만7942원 싸다, 특히 이 상품",중앙일보,2024.09.10.,2,w
"""이게 한국 화장품이래"" 외국인들 줄선다…힙해진 '경공업 2.0'",중앙일보,2024.09.10.,1,w
"현대차 월드랠리팀, WRC 그리스 랠리 석권",국민일보,2024.09.10.,1,y
조주완 “中가전 굉장히 많이 따라와… 경계심 가져야”,동아일보,2024.09.10.,1,w
"현대차 월드랠리팀, ‘2024 WRC’ 그리스 랠리서 1~3위 석권",동아일보,2024.09.10.,1,y
“장로들 교회 쥐락펴락 안돼… 집사·여성·청년에게 발언권을”,국민일보,2024.09.10.,1,w
“수출 호조에도 고금리로 내수 회복 지연”,국민일보,2024.09.10.,2,n
[투데이 窓]왜 그들은 컬처핏(Culture Fit)에 꽂혔을까?,머니투데이,2024.09.10.,1,w
김포 화재 현장서 北풍선 기폭장치 추정 물체 발견,국민일보,2024.09.10.,1,w
北 오물 풍선에 김포 공장 화재… 기폭장치도 발견,조선일보,2024.09.10.,1,w
폭스바겐 '獨공장 폐쇄' 논란에…대규모 정리해고 계획은 철회,한국경제,2024.09.10.,1,n
[기업 브리핑] 한화시스템 폴란드 방산업체와 MOU 체결 외,조선일보,2024.09.10.,1,y
전기차 충전소 이상 즉시 감지해 알린다,조선일보,2024.09.10.,2,w
김포공항 인근 공장 화재…'北 오물풍선 기폭장치' 나왔다,한국경제,2024.09.10.,1,n
[사진] 현대차 월드랠리챔피언십 1·2·3위 석권,중앙일보,2024.09.10.,2,y
‘죽음의 강’이라 불렸던 태화강서 국제정원박람회,중앙일보,2024.09.10.,2,w
‘서편제’ 내세운 광주비엔날레…판소리도 광주도 안 보인다,중앙일보,2024.09.10.,1,w
북한 오물풍선 기폭장치 화재 잇따라…5일전 불난 공장서 타이머 발견,중앙일보,2024.09.10.,1,w
[오늘과 내일/김창덕]과거의 자산 헤리티지가 미래 가치를 높인다,동아일보,2024.09.11.,1,w
고성군민들로부터 외면 받는 친환경 수소자동차,강원일보,2024.09.11.,1,n
뷰런·큐빅셀·체카 투자 유치 [VC 투자 ABC],서울경제,2024.09.11.,2,y
[김범준의 옆집물리학]종단속도,경향신문,2024.09.11.,1,w
"전기차, 무상 특별안전점검 받으세요",경향신문,2024.09.11.,2,y
제주 2035년 탄소중립 비전 … 미래세대 위한 우리의 사명,매일경제,2024.09.11.,1,w
[fn광장]한국 '타조 증후군'에서 벗어나야 한다,파이낸셜뉴스,2024.09.11.,2,w
"[테헤란로] K방산, '내돈내산' 안되려면",파이낸셜뉴스,2024.09.11.,2,w
"모빌리티 모터 도시 대구…'모터 소부장 특화단지' 사업 선정, 415억원 확...",매일신문,2024.09.11.,1,w
미래車·AI·로봇…'혁신기업 1번지' 된 대구,한국경제,2024.09.11.,2,y
"""배터리 신사업에 ‘실탄 230억’ 올인… 5년 내 매출 6천억 목표"" [코스...",파이낸셜뉴스,2024.09.11.,1,y
"""자율주행 SW로 한국車 약진에 힘 보태고 싶다""",한국경제,2024.09.11.,2,y
"오세훈 ""서울 전역, AI 실증의 장으로 만들겠다""",매일경제,2024.09.11.,1,y
장애인도 뇌신호로 스포츠카 운전 '엄청난 경험' 아직 시작도 안 했다,매일경제,2024.09.11.,1,y
"해리스 ""반도체 팔아 中 도와""…트럼프 ""최악 물가로 경제파괴""[美대선...",서울경제,2024.09.11.,2,y
"[김인권의 트렌드 인사이트] 두부 팩 자동차, 배추로 만든 식용 집",디지털타임스,2024.09.11.,2,y
취업자 12만명 늘었지만 건설·제조업 고용 '최악',매일경제,2024.09.11.,2,n
'배기가스 순환장치 조작' 車업체 1400억 과징금,매일경제,2024.09.11.,1,n
'중국산 관세장벽' 높이는 캐나다 광물·배터리·반도체도 인상 착수,서울경제,2024.09.11.,2,n
벼랑 끝 내몰린 폭스바겐 30년 만에 고용보호 폐기,서울경제,2024.09.11.,1,n
"와이제이링크 코스닥 도전 ""표면실장공정 세계 1위 목표""",매일경제,2024.09.11.,2,y
"시스코, AI·보안기업으로 변신…2년간 인수한 스타트업만 7곳",한국경제,2024.09.11.,2,n
"브레이크 고장난 BMW, 주가 '경고등'",한국경제,2024.09.11.,2,n
"태엽완구 만들던 신라공업, 車부품사 '우뚝'",한국경제,2024.09.11.,1,y
"""예전의 폭스바겐·BMW가 아니다""…주식시장 뒤흔든 '폭탄'",머니투데이,2024.09.11.,1,y
"현대차·기아, `AAA` … 한신평, 신용등급 상향",디지털타임스,2024.09.11.,1,y
"현대차, 수입차 무덤 日서 약진…'세 자릿수' 성장세",전자신문,2024.09.11.,1,y
"[ET단상]정부의 바이오 지원 정책, 투자 이끌어낼 전환점",전자신문,2024.09.11.,2,y
"세계 3대 신평서 A 얻은 현대차·기아, 국내서도 AAA로 최고 등급",서울경제,2024.09.11.,1,y
"한신평, 현대차·기아 신용등급 'AAA'로 상향",머니투데이,2024.09.11.,1,y
`인도 IPO` 앞둔 현대자동차... 현지전략형 신차로 몸값 UP,디지털타임스,2024.09.11.,1,w
유럽 배터리 독립 상징 '노스볼트' 구조조정 추진,전자신문,2024.09.11.,2,w
"SK스피드메이트-DAT, AI 기반 車 견적 프로그램 도입",전자신문,2024.09.11.,2,w
"충남도, 30개사 2조 1683억 대규모 투자유치 '성과'",대전일보,2024.09.11.,1,w
"5년간 급발진 의심사고 ""모두 페달 오조작""",디지털타임스,2024.09.11.,2,y
[르포]옥수수 섞은 휘발유는 어떻게 미국에 안착했나,아시아경제,2024.09.11.,1,y
"LG, MS 개발자 등 2500명 모아 ‘AI 기술 회의’",문화일보,2024.09.11.,2,y
"中 침체따른 수요 둔화 예측에… 브렌트유, 33개월만에 70달러 밑",문화일보,2024.09.11.,2,y
9월 수출도 굿 스타트… 1 ~ 10일 24.6% 늘어,문화일보,2024.09.11.,2,y
TV 토론이 금융시장 뒤흔들까...긴장감↑,헤럴드경제,2024.09.11.,2,y
[기자수첩]라디오 전시회에서 본 AI의 현주소,아시아경제,2024.09.11.,2,y
KB손보 ‘급발진사고 변호사비 지원’ 특약 출시,헤럴드경제,2024.09.11.,1,y
현대차 크레타 ‘최고 디자인 프로젝트상’ [Hello India],헤럴드경제,2024.09.11.,1,y
"기아, 인도 고객 만족도 1위 달성 [Hello India]",헤럴드경제,2024.09.11.,1,w
'거리의 무법자' 오토바이 폭주족 무더기 검거… 대부분이 10대,부산일보,2024.09.11.,1,w
"한국앤컴퍼니, 유럽 최대 車부품 박람회 참가",헤럴드경제,2024.09.11.,1,n
"“전기차 불안해소, 24시간 365일 모니터링”",헤럴드경제,2024.09.11.,1,w
"美 “한국산 HBM, 미국과 동맹 위해 개발해야”",헤럴드경제,2024.09.11.,2,w
"LG전자, 글로벌 빅테크 앞에서 AI·모빌리티 노하우 공유",헤럴드경제,2024.09.11.,1,w
"충남도, 민선8기 투자유치 '20조' 돌파… 연내 25조 기대",대전일보,2024.09.11.,1,n
"현대차·기아, 한신평 신용등급 AAA로 상향",아시아경제,2024.09.11.,1,n
"[우리동네 일꾼] 한채훈 의왕시의원, 기초지자체 최초 마을버스 운수종...",경기일보,2024.09.11.,2,y
건설업 한파 '그늘'…女 취업자 늘었는데 男 취업자 '뚝',머니투데이,2024.09.11.,1,y
"[최준영의 월드+]흔들리는 독일 제조업, 한국의 미래일 수 있다",아시아경제,2024.09.11.,2,y
9월 들어서도 수출 ‘씽씽’…반도체·車 양날개 달았다(종합),이데일리,2024.09.11.,2,y
건설업 부진 그림자…8윌 취업자수 12만명 증가 그쳐(종합),아시아경제,2024.09.11.,1,y
이달 1~10일 무역수지 2억달러 흑자...월초 기준 45개월 만에 흑자,조선일보,2024.09.11.,2,y
"‘저렴한 순항미사일’ 자폭 드론… 폴란드 ‘워메이트50’, 50㎏ 탄두 싣...",문화일보,2024.09.11.,2,n
"[만보정담]김경안 새만금개발청장 ""올해 새만금 산단 12兆 유치…6개월...",아시아경제,2024.09.11.,1,y
"용인시, 성장관리계획구역내 데이터센터·위험물 시설 입지규제 강화",아시아경제,2024.09.11.,2,n
"캐나다, 전기차 이어 中광물·배터리·태양광 관세인상 검토",이데일리,2024.09.11.,2,y
미국 “중국 말고 동맹 위해 HBM 공급해야”… AI 반도체도 한국 압박,한국일보,2024.09.11.,2,y
[시시비비]해상풍력에 드리워진 ‘큰 정부’ 그림자,아시아경제,2024.09.11.,2,w
[전문인칼럼] 모빌리티 산업의 글로벌 거점으로 도약하기 위한 충남 천...,대전일보,2024.09.11.,2,n
"삼성SDI, 편광필름 사업 中업체에 매각",세계일보,2024.09.11.,1,w
"현대차·기아, 워즈오토 ‘최고 10대 엔진’ 수상",세계일보,2024.09.11.,2,w
"금융위 차관, 대기업 간담회…ESG 공시 의견 듣는다",아시아경제,2024.09.11.,2,n
“韓 고용·해고 유연 높이고 성과중심 임금체계로 개편해야”,이데일리,2024.09.11.,2,w
[열린세상] 지방에 ‘메트로’를 허하라,서울신문,2024.09.11.,1,n
세계 1위 품목 줄줄이 삼키는 中… 경쟁력 위협받는 한국 기업,서울신문,2024.09.11.,1,y
"현대차·기아, 美 워즈오토 ‘최고 10대 엔진’에 3년 연속 선정",서울신문,2024.09.11.,1,y
드라기 “EU 존폐 위기 몰렸다… 매년 1187조원 추가 투자해야” [글로벌...,서울신문,2024.09.11.,1,y
“해외서 한국차 만나면 반갑고 자부심 느끼죠” [K브랜드 리포트],세계일보,2024.09.11.,2,y
2023년 해상운송 완성차만 344만대… 글로벌 물류강자 우뚝 [K브랜드 리...,세계일보,2024.09.11.,1,y
“정권·이해 당사자 따라 널뛰는 규제… 상설 컨트롤타워 세워야” [규...,서울신문,2024.09.11.,1,y
"[사설]길어지는 내수 불황, 경기 진단 시각차부터 좁혀라",이데일리,2024.09.11.,1,n
"4680 배터리 양산 채비…LG엔솔·파나소닉, 테슬라만 바라본다",중앙일보,2024.09.11.,1,y
"美, 韓에 ""美와 동맹 위해 HBM 개발해야""…대중 수출통제 동참 촉구",아시아경제,2024.09.11.,2,w
신용 A등급 韓기업 10곳 돌파 눈앞… “위기경영의 힘”,동아일보,2024.09.11.,2,y
폴크스바겐 車가격 인상… 최고재무책임자 교체도,조선일보,2024.09.11.,2,n
[로컬 프리즘] ‘여기 그리고 바로 지금’,중앙일보,2024.09.11.,1,w
[돌아오는 강원 - 특별함 있는 강원도 농어촌살이] ⑩ 조병주 강릉 늘푸...,강원도민일보,2024.09.11.,2,w
[Biz & Now] 미국 10대 엔진에 ‘아이오닉5N·EV9 GT’,중앙일보,2024.09.11.,2,y
"[광화문에서/김현수]AI, 미 대선, 경기침체… 韓 흔드는 세 가지 키워드",동아일보,2024.09.12.,1,n
"기아, 성과연동 임금체계 도입",한국경제,2024.09.12.,1,y
"세계 3위, 미국 1위 손 잡는다…현대차·GM, 포괄적 협력 MOU 체결",한겨레,2024.09.12.,1,y
"“글로벌 전기차 산업, 제조에서 서비스로 확장 중”",국제신문,2024.09.12.,1,y
"정의선 ""미래차 놓칠수 없다""… 美 날아가 GM과 '깜짝 협력'",매일경제,2024.09.12.,1,y
"정의선 ""미래차 놓칠수 없다""… 美 날아가 GM과 '깜짝 협력'",매일경제,2024.09.12.,1,y
현대자동차·GM 수소전기차 동맹,매일경제,2024.09.12.,1,y
[사설] `생존엔 영원한 적도 아군도 없다` 사실 일깨운 현대차·GM 동맹,디지털타임스,2024.09.12.,1,y
GM 캐나다공장서 싼타페 생산 가능…배터리 소재도 공동구매,한국경제,2024.09.12.,1,y
"현대차-GM, '車·에너지·수소' 포괄적 협력 체결",전자신문,2024.09.12.,1,y
"수소차도 공동 개발…‘글로벌 톱’ 노리는 현대차, GM과 전사적 시너지...",이데일리,2024.09.12.,1,y
현대차·GM 뭉쳤다…세계 최대 '자동차 동맹' 탄생,한국경제,2024.09.12.,1,y
"글로벌 車시장 지각변동에…GM 회장, 직접 현대차 찾아 협약 체결",서울경제,2024.09.12.,1,y
현대차 기술 이식 '수소 픽업트럭' 나온다,한국경제,2024.09.12.,1,y
글로벌 車 합종연횡…부품 기술공유서 미래차 전방위 협력,한국경제,2024.09.12.,1,y
"현대차·GM, 개발·생산·소재조달까지 손 잡는다",조선일보,2024.09.12.,1,y
"현대차-GM, 포괄적 MOU 체결…비야디 등 중국 업체 파상공세 뛰어넘는다",경향신문,2024.09.12.,1,y
현대차·GM 기술융합…미래車 혁신 이끈다,서울경제,2024.09.12.,1,y
세계 1·2위 흔들릴때 현대차-GM '동맹' [현대차-GM 동맹],파이낸셜뉴스,2024.09.12.,1,y
‘라이벌보단 같은 편으로’..현대차-GM 혈맹 맺는다,이데일리,2024.09.12.,1,y
"사생결단 싸우던 적의 손도 잡는다...현대차, 미국 1위 자동차 회사와 ...",한국일보,2024.09.12.,1,y
"현대차·GM, 수소전기차 `혈맹`",디지털타임스,2024.09.12.,1,y
정의선 회장 취임 5년 만에 '세계 1위 전략' 본격 시동 [현대차-GM 동맹...,파이낸셜뉴스,2024.09.12.,1,y
[기획] `라이벌 보단 내편` 미래자동차 초격차 만든다,디지털타임스,2024.09.12.,1,n
"'중동 리스크' 대구경북 산업계 타격 현실화…""수출 감소, 해상 물류 지...",매일신문,2024.09.12.,2,w
"[청라언덕] 전기차 포비아, 사실에 접근하자",매일신문,2024.09.12.,1,n
"車 급발진 공포…""발생 가능성은 낮아""",파이낸셜뉴스,2024.09.12.,1,y
"尹, 48조 수주 '굳히기'…4대그룹 총수와 유럽 교두보 만든다",서울경제,2024.09.12.,2,w
尹 '원전동맹' 구축 나선다 … 19일 체코 방문,매일경제,2024.09.12.,2,w
[글로벌 핫스톡] 10월 10일 로보택시 행사…'자율주행 대중화' 테슬라 주...,서울경제,2024.09.12.,1,y
"높은 中의존·기술혁신 실패가 발목…""폭스바겐 사태, 獨 경제불황과 닮...",서울경제,2024.09.12.,2,y
'혁신 톱30' 새멤버 된 현대모비스…밸류업 대장 신한·KB도 약진,한국경제,2024.09.12.,2,w
"두산, 하이엔드 동박 공장 준공",한국경제,2024.09.12.,2,y
'세포관찰 장비' 토모큐브 20일부터 수요예측 [위클리 마켓],매일경제,2024.09.12.,2,y
휘발유 1400원대로 `뚝`…저유가 시대 개막?,디지털타임스,2024.09.12.,1,w
"""급발진은 매주 로또 당첨될 확률…브레이크 밟으면 결국 선다""",머니투데이,2024.09.12.,2,y
"주소, 연락처…고객 서비스에 필요한 개인정보 ‘동의’ 필요 없어진다",경향신문,2024.09.12.,1,y
"충남FTA센터, 자동차부품사 협력기업 FTA 시스템 활용교육",대전일보,2024.09.12.,2,w
[2024 경기도 박물관·미술관 다시보기] 25.안산산업역사박물관,경기일보,2024.09.12.,2,n
1~8월 해외수주 전년比 80% 그쳐…400억불 달성 어쩌나,아시아경제,2024.09.12.,2,y
"밀월 깊어지는 현대차-도요타, 총수 '친분 쌓기' 집중",아시아경제,2024.09.12.,2,y
"㈜두산, 전북 김제 하이엔드 FCCL 공장 준공",헤럴드경제,2024.09.12.,2,w
"[아시아르포]정치 시끄러운 태국, 투자할 가치 있을까?",아시아경제,2024.09.12.,1,w
"미래에셋PE컨소, 美 LS 에식스 투자 여부 촉각",헤럴드경제,2024.09.12.,1,y
‘K밸류업 지수’ 이달 발표...예상종목 선제매수 해볼까,헤럴드경제,2024.09.12.,1,w
“2026년 스마트폰·자동차 ‘온디바이스 HBM’ 시대 열릴 것”,헤럴드경제,2024.09.12.,1,y
[SCMP 칼럼]중국 소비둔화 뚜렷…국가가 현실 직시해야,아시아경제,2024.09.12.,1,y
[단독] 中 직구 플랫폼 `알·테·쉬` 유해 반려동물 용품 팔았다,디지털타임스,2024.09.12.,1,y
35년차 중견기업-스타트업 기술 협심...뭉쳐야 '혁신' 한다,머니투데이,2024.09.12.,1,y
"우아한청년들, 한국쓰리엠과 배달라이더 안전한 야간운전 위해 협력",전자신문,2024.09.12.,1,y
"정부, '투자 익스프레스' 차관급 격상…투자 활성화에 총력",아시아경제,2024.09.12.,1,w
수십만 송이 백일홍에 초대형 산수화까지…‘사진 맛집’ 제대로네!,부산일보,2024.09.12.,1,n
[Hot분양단지] 수원 이목지구에 분양가상한제 아파트…전용 84㎡ 9.4억 원...,서울경제,2024.09.12.,1,w
노동력 절벽 눈앞… 정년 시계 늦추는 일본·중국 [심층기획-2차 베이비...,세계일보,2024.09.12.,1,y
"""세련되고, 넓고, 착한 가격""..도심 속 동반자 'KGM 액티언'",이데일리,2024.09.12.,2,y
[독자의 소리] 동서 연결하는 ‘강북횡단선’… 청년을 위한 투자다,서울신문,2024.09.12.,1,y
치밀한 협상가·대왕고래 해결사… 에너지·원전 정책 이끈다[2024 차세...,서울신문,2024.09.12.,2,y
3년 연속 ‘동력시스템 오스카상’ 수상한 현대차그룹,동아일보,2024.09.12.,1,y
LG-MS-퀄컴-IBM… 빅테크 개발자 2500여명 한자리에,동아일보,2024.09.12.,1,y
국제유가 끌어내리는 中… 한국 경제 침체 후폭풍 오나,국민일보,2024.09.12.,2,y
‘원숭이 한마리’가 침체된 중국 경제를 되살린다?,조선일보,2024.09.12.,1,y
"“타이어 3개로도 달린다” 中BYD, 기술로 유럽 ‘관세장벽’ 뚫을까",조선일보,2024.09.12.,1,n
[취재수첩] 유명 유튜버들의 '급발진' 공포 마케팅,한국경제,2024.09.12.,1,n
[단독]최태원 이혼 2심 재판장 “5000만원 상한인 이혼 위자료 높여야 ”,조선일보,2024.09.13.,2,n
"""서로 약점 보완할 것""…현대차·GM 동맹에 호평 쏟아져",한국경제,2024.09.13.,2,w
교황이 택한 '아이오닉 5'…亞순방지 싱가포르 달렸다,한국경제,2024.09.13.,2,w
"현대차·GM 동맹, 車업계 판 바꿀 혁신 보여주라 [사설]",매일경제,2024.09.13.,1,w
디자인어워드 휩쓴 韓 기업 삼성·현대차·LG 80개 수상,매일경제,2024.09.13.,1,y
고성능 무장한 아이오닉5N…슈퍼카 감별사로 떴다,매일경제,2024.09.13.,1,w
"10년 전 기아 '쏘울' 탔던 프란치스코 교황, 현대차 전기차 '아이오닉5'...",한국일보,2024.09.13.,1,w
"中 CXMT, 글로벌 D램 '톱4' 올랐다",한국경제,2024.09.13.,2,y
현실을 왜곡하는 생성형 AI [프랭크 파스퀘일-HIC],헤럴드경제,2024.09.13.,2,w
"무협 ""유럽 신사업 거점으로 'V4' 주목해야""",서울경제,2024.09.13.,2,y
IDEA 디자인상 휩쓴 K기업…삼성·LG·현대차 80개 수상,서울경제,2024.09.13.,1,y
‘메이드인 코리아’ 세계 디자인상 휩쓸어,문화일보,2024.09.13.,2,y
"프란치스코 교황, 아이오닉 5 타고 싱가포르 누볐다",헤럴드경제,2024.09.13.,1,y
글로벌 완성차 업계 뒤흔든 ‘현대차·GM 동맹’,헤럴드경제,2024.09.13.,1,y
"현대차-GM 동맹, 글로벌 합종연횡 성공 모델 기대한다[사설]",문화일보,2024.09.13.,1,y
